SMILES,naAromAtom,nAtom,nAtomLC,nRotB,nB,nAromBond,LipinskiFailures,ALogP,MLogP,XLogP,AMR,ALogp2,nAtomLAC,nHBDon,nAtomP,LipinksiFailures
InChI%3D1S%2FC11H16N4O4%2Fc1-7%2815-5-10%2818%2913-11%2819%296-15%292-14-3-8%2816%2912-9%2817%294-14%2Fh7H%2C2-6H2%2C1H3%2C%28H%2C12%2C16%2C17%29%28H%2C13%2C18%2C19%29, 0.0, 35.0, 3.0, 3.0, 20.0, 0.0, 0.0, -2.47090005874634, 1.78999996185303, -1.29999995231628, 64.4886016845703, 6.1053466796875, 3.0, 2.0, 5.0, 
InChI%3D1S%2FC7H8N2O3%2Fc1-12-7-3-2-5%289%2810%2911%294-6%287%298%2Fh2-4H%2C8H2%2C1H3, 6.0, 20.0, 2.0, 2.0, 12.0, 6.0, 0.0, -0.848299980163574, 1.67999994754791, 1.20899999141693, 14.4237003326416, 0.719612896442413, 0.0, 1.0, 11.0, 
InChI%3D1S%2FC7H15Cl2N2O2P%2Fc8-2-4-10-14%2812%2911%286-3-9%295-1-7-13-14%2Fh1-7H2%2C%28H%2C10%2C12%29, 0.0, 29.0, 4.0, 5.0, 14.0, 0.0, 0.0, 0.0841000005602837, 1.46000003814697, 0.834999978542328, 55.7243003845215, 0.0070728100836277, 2.0, 1.0, 5.0, 
InChI%3D1S%2FC6H12Cl3O4P%2Fc7-1-4-11-14%2810%2C12-5-2-8%2913-6-3-9%2Fh1-6H2, 0.0, 26.0, 14.0, 9.0, 13.0, 0.0, 0.0, 2.20379996299744, 1.24000000953674, 1.60500001907349, 56.1287002563477, 4.85673427581787, 2.0, 0.0, 5.0, 
InChI%3D1S%2FC22H42O4%2Fc1-5-9-13-19%287-3%2917-25-21%2823%2915-11-12-16-22%2824%2926-18-20%288-4%2914-10-6-2%2Fh19-20H%2C5-18H2%2C1-4H3, 0.0, 68.0, 26.0, 19.0, 25.0, 0.0, 2.0, -2.28920006752014, 3.44000005722046, 7.35599994659424, 92.5029983520508, 5.24043655395508, 7.0, 0.0, 3.0, 
InChI%3D1S%2FC4H9NO%2Fc1-3-4%282%295-6%2Fh6H%2C3H2%2C1-2H3, 0.0, 15.0, 6.0, 1.0, 5.0, 0.0, 0.0, -0.125900000333786, 1.67999994754791, 0.680999994277954, 24.7532005310059, 0.0158508103340864, 4.0, 1.0, 3.0, 
InChI%3D1S%2FC8H11NO%2Fc1-6-3-4-8%2810-2%297%289%295-6%2Fh3-5H%2C9H2%2C1-2H3, 6.0, 21.0, 2.0, 1.0, 10.0, 6.0, 0.0, -0.159700006246567, 2.11999988555908, 1.64499998092651, 17.0400009155273, 0.0255040898919106, 0.0, 1.0, 8.0, 
InChI%3D1S%2FC15H11ClN2O2%2Fc16-10-6-7-12-11%288-10%2913%289-4-2-1-3-5-9%2918-15%2820%2914%2819%2917-12%2Fh1-8%2C15%2C20H%2C%28H%2C17%2C19%29, 12.0, 31.0, 0.0, 1.0, 22.0, 12.0, 0.0, 0.234400004148483, 2.55999994277954, 4.36499977111816, 26.4554996490479, 0.054943360388279, 0.0, 2.0, 17.0, 
InChI%3D1S%2FC10H13NO2%2Fc1-3-13-10-6-4-9%285-7-10%2911-8%282%2912%2Fh4-7H%2C3H2%2C1-2H3%2C%28H%2C11%2C12%29, 6.0, 26.0, 4.0, 3.0, 13.0, 6.0, 0.0, 0.126900002360344, 2.23000001907349, 2.60800004005432, 25.5104007720947, 0.0161036103963852, 2.0, 1.0, 10.0, 
InChI%3D1S%2FC13H16F3N3O4%2Fc1-3-5-17%286-4-2%2912-10%2818%2820%2921%297-9%2813%2814%2C15%2916%298-11%2812%2919%2822%2923%2Fh7-8H%2C3-6H2%2C1-2H3, 6.0, 39.0, 7.0, 8.0, 23.0, 6.0, 0.0, 0.567900002002716, 1.78999996185303, 4.84499979019165, 42.1492004394531, 0.322510421276093, 3.0, 0.0, 13.0, 
InChI%3D1S%2FC5H12O%2Fc1-5%282%2C3%296-4%2Fh1-4H3, 0.0, 18.0, 6.0, 1.0, 5.0, 0.0, 0.0, 0.981800019741058, 1.89999997615814, 1.32000005245209, 26.8162994384766, 0.963931262493134, 0.0, 0.0, 0.0, 
InChI%3D1S%2FC17H20N2O%2Fc1-18%282%2915-9-5-13%286-10-15%2917%2820%2914-7-11-16%2812-8-14%2919%283%294%2Fh5-12H%2C1-4H3, 12.0, 40.0, 3.0, 4.0, 21.0, 12.0, 0.0, 0.171800002455711, 3.0, 3.60899996757507, 33.9287986755371, 0.0295152403414249, 0.0, 0.0, 16.0, 
InChI%3D1S%2FC4H8O%2Fc1-2-4-5-3-1%2Fh1-4H2, 0.0, 13.0, 0.0, 0.0, 5.0, 0.0, 0.0, -0.706900000572205, 1.78999996185303, 0.526000022888184, 16.86669921875, 0.499707609415054, 0.0, 0.0, 0.0, 
InChI%3D1S%2FCH4N2O%2Fc2-3-1-4%2Fh1H%2C2H2%2C%28H%2C3%2C4%29, 0.0, 8.0, 4.0, 0.0, 3.0, 0.0, 0.0, -0.745999991893768, 1.24000000953674, -0.633000016212463, 15.1128997802734, 0.556515991687775, 0.0, 2.0, 4.0, 
InChI%3D1S%2FC6H6Cl6%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh1-6H%2Ft1-%2C2-%2C3-%2C4%3F%2C5%3F%2C6%2B%2Fm1%2Fs1, 0.0, 18.0, 0.0, 0.0, 12.0, 0.0, 0.0, 4.16340017318726, 1.46000003814697, 3.83400011062622, 54.0810012817383, 17.3339004516602, 0.0, 0.0, 0.0, 
InChI%3D1S%2FC13H11ClO%2Fc14-12-6-7-13%2815%2911%289-12%298-10-4-2-1-3-5-10%2Fh1-7%2C9%2C15H%2C8H2, 12.0, 26.0, 0.0, 2.0, 16.0, 12.0, 1.0, 0.740199983119965, 2.67000007629395, 5.51700019836426, 12.7812004089355, 0.547896027565002, 0.0, 1.0, 7.0, 
InChI%3D1S%2FC20H18ClNO6%2Fc1-10-7-12-14%2821%299-13%2817%2823%2916%2812%2920%2827%2928-10%2918%2824%2922-15%2819%2825%2926%298-11-5-3-2-4-6-11%2Fh2-6%2C9-10%2C15%2C23H%2C7-8H2%2C1H3%2C%28H%2C22%2C24%29%28H%2C25%2C26%29%2Ft10-%2C15%2B%2Fm1%2Fs1, 12.0, 46.0, 8.0, 5.0, 30.0, 12.0, 1.0, -0.159899994730949, 2.77999997138977, 4.59299993515015, 52.5177993774414, 0.0255680102854967, 3.0, 3.0, 13.0, 
InChI%3D1S%2FC11H17N3O4%2Fc1-12-10-3-2-9%288-11%2810%2914%2817%2918%2913%284-6-15%295-7-16%2Fh2-3%2C8%2C12%2C15-16H%2C4-7H2%2C1H3, 6.0, 35.0, 7.0, 7.0, 18.0, 6.0, 0.0, -1.2257000207901, 1.89999997615814, 1.08200001716614, 38.7584991455078, 1.50234043598175, 2.0, 3.0, 11.0, 
InChI%3D1S%2FC20H28O6%2Fc1-9-5-13-18%2824%2C15%289%2922%297-11%288-21%296-12-14-17%283%2C4%2920%2814%2C26%2916%2823%2910%282%2919%2812%2C13%2925%2Fh5-6%2C10%2C12-14%2C16%2C21%2C23-26H%2C7-8H2%2C1-4H3%2Ft10-%2C12%2B%2C13-%2C14-%2C16-%2C18-%2C19-%2C20%3F%2Fm1%2Fs1, 0.0, 54.0, 2.0, 1.0, 29.0, 0.0, 0.0, -1.10309994220734, 3.0, -1.05200004577637, 94.7273025512695, 1.21682965755463, 0.0, 5.0, 4.0, 
InChI%3D1S%2FC16H19ClN4O2S%2Fc1-10-4-3-5-12%2811%2810%292%2919-14-8-13%2817%2920-16%2821-14%2924-9-15%2823%2918-6-7-22%2Fh3-5%2C8%2C22H%2C6-7%2C9H2%2C1-2H3%2C%28H%2C18%2C23%29%28H%2C19%2C20%2C21%29, 6.0, 47.0, 8.0, 6.0, 25.0, 6.0, 0.0, 1.45200002193451, 2.33999991416931, 2.47300004959106, 72.8536987304688, 2.10830402374268, 2.0, 4.0, 9.0, 
InChI%3D1S%2FC6H6Cl6%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh1-6H%2Ft1-%2C2-%2C3-%2C4%3F%2C5%3F%2C6%2B%2Fm0%2Fs1, 0.0, 18.0, 0.0, 0.0, 12.0, 0.0, 0.0, 4.16340017318726, 1.46000003814697, 3.83400011062622, 54.0810012817383, 17.3339004516602, 0.0, 0.0, 0.0, 
InChI%3D1S%2FC5H9NO%2Fc1-6-4-2-3-5%286%297%2Fh2-4H2%2C1H3, 0.0, 16.0, 0.0, 0.0, 7.0, 0.0, 0.0, -0.774100005626678, 1.78999996185303, -0.170000001788139, 25.3111991882324, 0.599230825901031, 0.0, 0.0, 3.0, 
InChI%3D1S%2FC12H8Cl6%2Fc13-8-9%2814%2911%2816%297-5-2-1-4%283-5%296%287%2910%288%2C15%2912%2811%2C17%2918%2Fh1-2%2C4-7H%2C3H2, 0.0, 26.0, 0.0, 0.0, 21.0, 0.0, 0.0, 3.06080007553101, 2.11999988555908, 4.1560001373291, 78.0286026000977, 9.36849689483643, 0.0, 0.0, 2.0, 
InChI%3D1S%2FC7H5Cl3%2Fc8-7%289%2C10%296-4-2-1-3-5-6%2Fh1-5H, 6.0, 15.0, 4.0, 1.0, 10.0, 6.0, 0.0, 1.68819999694824, 1.89999997615814, 4.9539999961853, 20.9389991760254, 2.85001921653748, 0.0, 0.0, 6.0, 
InChI%3D1S%2FC9H7N3O2S%2Fc10-9-11-8%285-15-9%296-1-3-7%284-2-6%2912%2813%2914%2Fh1-5H%2C%28H2%2C10%2C11%29, 6.0, 24.0, 2.0, 2.0, 16.0, 6.0, 0.0, 0.546999990940094, 1.78999996185303, 2.81800007820129, 27.4890995025635, 0.299208998680115, 0.0, 2.0, 9.0, 
InChI%3D1S%2FC2H4N2O2%2Fc5-1-3-4-2-6%2Fh1-2H%2C%28H%2C3%2C5%29%28H%2C4%2C6%29, 0.0, 10.0, 6.0, 1.0, 5.0, 0.0, 0.0, -0.300999999046326, 1.24000000953674, 0.667999982833862, 19.657600402832, 0.090600997209549, 0.0, 2.0, 6.0, 
InChI%3D1S%2FCHBr2Cl%2Fc2-1%283%294%2Fh1H, 0.0, 5.0, 4.0, 0.0, 3.0, 0.0, 0.0, 2.02480006217957, 1.24000000953674, 2.75, 26.9811992645264, 4.09981489181519, 0.0, 0.0, 0.0, 
InChI%3D1S%2FC16H12N2O2%2Fc19-15-13-7-3-1-5-11%2813%299-17-16%2820%2914-8-4-2-6-12%2814%2910-18%2815%2917%2Fh1-8H%2C9-10H2, 12.0, 32.0, 0.0, 0.0, 23.0, 12.0, 0.0, -1.24639999866486, 2.77999997138977, 3.40400004386902, 24.3073997497559, 1.55351293087006, 0.0, 0.0, 18.0, 
InChI%3D1S%2FC12H10FN%2Fc13-11-5-1-9%282-6-11%2910-3-7-12%2814%298-4-10%2Fh1-8H%2C14H2, 12.0, 24.0, 0.0, 1.0, 15.0, 12.0, 0.0, -0.27020001411438, 2.55999994277954, 4.11100006103516, 5.09460020065308, 0.0730080381035805, 0.0, 1.0, 13.0, 
InChI%3D1S%2FC8H6N4O4%2Fc9-8-10-6%2811-16-8%293-1-5-2-4-7%2815-5%2912%2813%2914%2Fh1-4H%2C%28H2%2C9%2C10%2C11%29%2Fb3-1%2B, 5.0, 24.0, 2.0, 3.0, 17.0, 5.0, 0.0, 0.0531000010669231, 1.46000003814697, 2.11700010299683, 31.3509006500244, 0.00281961006112397, 2.0, 3.0, 10.0, 
InChI%3D1S%2FC6H6Cl6%2Fc7-1-2%288%294%2810%296%2812%295%2811%293%281%299%2Fh1-6H%2Ft1-%2C2-%2C3%2B%2C4%3F%2C5%3F%2C6-, 0.0, 18.0, 0.0, 0.0, 12.0, 0.0, 0.0, 4.16340017318726, 1.46000003814697, 3.83400011062622, 54.0810012817383, 17.3339004516602, 0.0, 0.0, 0.0, 
InChI%3D1S%2FC7H7NO2%2Fc1-6-4-2-3-5-7%286%298%289%2910%2Fh2-5H%2C1H3, 6.0, 17.0, 3.0, 1.0, 10.0, 6.0, 0.0, 0.595399975776672, 1.89999997615814, 3.00600004196167, 8.38790035247803, 0.354501157999039, 0.0, 0.0, 9.0, 
InChI%3D1S%2FC2H2Cl2O2%2Fc3-1%284%292%285%296%2Fh1H%2C%28H%2C5%2C6%29, 0.0, 8.0, 6.0, 1.0, 5.0, 0.0, 0.0, 0.965200006961823, 1.24000000953674, 0.570999979972839, 22.619499206543, 0.931611061096191, 2.0, 1.0, 3.0, 
InChI%3D1S%2FC12H12N2O3.Na%2Fc1-2-12%288-6-4-3-5-7-8%299%2815%2913-11%2817%2914-10%2812%2916%3B%2Fh3-7H%2C2H2%2C1H3%2C%28H2%2C13%2C14%2C15%2C16%2C17%29%3B%2Fq%3B%2B1%2Fp-1, 6.0, 29.0, 2.0, 2.0, 18.0, 6.0, 0.0, , 2.11999988555908, 3.76099991798401, , , 2.0, 1.0, 8.0, 
InChI%3D1S%2FC5H10N2O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-5H2, 0.0, 18.0, 2.0, 1.0, 8.0, 0.0, 0.0, -0.954599976539612, 1.67999994754791, 0.818000018596649, 26.8162994384766, 0.911261141300201, 0.0, 0.0, 3.0, 
InChI%3D1S%2FC6H8N4O3S%2Fc1-2-7-5%2811%299-6-8-3-4%2814-6%2910%2812%2913%2Fh3H%2C2H2%2C1H3%2C%28H2%2C7%2C8%2C9%2C11%29, 5.0, 22.0, 6.0, 4.0, 14.0, 5.0, 0.0, 0.59799998998642, 1.24000000953674, 1.09899997711182, 31.4605007171631, 0.357603996992111, 2.0, 3.0, 12.0, 
InChI%3D1S%2FC30H22O12%2Fc1-5-3-7%2831%299-11%2819%285%2933%2927%2841%2929-13-14-24%2838%2917%2829%2926%2840%2916-22%2836%2910-8%2832%294-6%282%2920%2834%2912%2810%2928%2842%2930%2814%2C16%2918%2823%2813%2937%2925%2839%2915%2829%2921%289%2935%2Fh3-4%2C13-14%2C17-18%2C23-24%2C31-34%2C37-40H%2C1-2H3, 12.0, 64.0, 0.0, 0.0, 49.0, 12.0, 1.0, -4.09240007400513, 3.44000005722046, -3.10199999809265, 95.5121994018555, 16.7477378845215, 0.0, 8.0, 15.0, 
InChI%3D1S%2FC2H5Cl%2Fc1-2-3%2Fh2H2%2C1H3, 0.0, 8.0, 3.0, 0.0, 2.0, 0.0, 0.0, 1.09700000286102, 1.57000005245209, 1.39800000190735, 15.6061000823975, 1.20340895652771, 2.0, 0.0, 0.0, 
InChI%3D1S%2FC12H12N2%2Fc1-3-7-11%288-4-1%2913-14-12-9-5-2-6-10-12%2Fh1-10%2C13-14H, 12.0, 26.0, 2.0, 3.0, 15.0, 12.0, 1.0, -0.840799987316132, 2.55999994277954, 5.67000007629395, 6.59999990463257, 0.706944644451141, 0.0, 2.0, 14.0, 
InChI%3D1S%2FC5H8O2%2Fc1-3-5%286%297-4-2%2Fh3H%2C1%2C4H2%2C2H3, 0.0, 15.0, 7.0, 3.0, 6.0, 0.0, 0.0, 0.862399995326996, 1.78999996185303, 0.955999970436096, 26.3542995452881, 0.743733763694763, 3.0, 0.0, 5.0, 
InChI%3D1S%2FC14H8Cl4%2Fc15-11-5-1-9%282-6-11%2913%2814%2817%2918%2910-3-7-12%2816%298-4-10%2Fh1-8H, 12.0, 26.0, 4.0, 2.0, 19.0, 12.0, 1.0, 2.74130010604858, 2.55999994277954, 6.5149998664856, 30.6431007385254, 7.51472568511963, 2.0, 0.0, 14.0, 
InChI%3D1S%2FC7H15Cl2N2O2P%2Fc8-2-5-11%286-3-9%2914%2812%2910-4-1-7-13-14%2Fh1-7H2%2C%28H%2C10%2C12%29, 0.0, 29.0, 7.0, 5.0, 14.0, 0.0, 0.0, 0.0841000005602837, 1.46000003814697, 0.834999978542328, 55.7243003845215, 0.0070728100836277, 2.0, 1.0, 5.0, 
InChI%3D1S%2FC6H6N6O%2Fc1-12%2811-13%296-4-5%288-2-7-4%299-3-10-6%2Fh2-3H%2C1H3%2C%28H%2C7%2C8%2C9%2C10%29, 6.0, 18.0, 4.0, 2.0, 14.0, 10.0, 0.0, -0.0115000000223517, 1.35000002384186, -0.261000007390976, 14.3537998199463, 0.000132250002934597, 0.0, 2.0, 11.0, 
InChI%3D1S%2FC13H17N3O4S.Na%2Fc1-10-12%2814%282%299-21%2818%2C19%2920%2913%2817%2916%2815%2810%293%2911-7-5-4-6-8-11%3B%2Fh4-8H%2C9H2%2C1-3H3%2C%28H%2C18%2C19%2C20%29%3B%2Fq%3B%2B1%2Fp-1, 6.0, 40.0, 7.0, 4.0, 22.0, 6.0, 0.0, , 1.89999997615814, 0.335999995470047, , , 0.0, 0.0, 10.0, 
InChI%3D1S%2FC17H17ClO6%2Fc1-8-5-9%2819%296-12%2823-4%2917%288%2916%2820%2913-10%2821-2%297-11%2822-3%2914%2818%2915%2813%2924-17%2Fh6-8H%2C5H2%2C1-4H3%2Ft8-%2C17%3F%2Fm1%2Fs1, 6.0, 41.0, 2.0, 3.0, 26.0, 6.0, 0.0, -0.295199990272522, 2.55999994277954, 0.91100001335144, 64.8328018188477, 0.0871430411934853, 0.0, 0.0, 11.0, 
InChI%3D1S%2FCHCl3%2Fc2-1%283%294%2Fh1H, 0.0, 5.0, 4.0, 0.0, 3.0, 0.0, 0.0, 1.6172000169754, 1.24000000953674, 2.07399988174438, 21.364200592041, 2.6153359413147, 0.0, 0.0, 0.0, 
InChI%3D1S%2FC11H14O2%2Fc1-4-5-9-6-7-10%2812-2%2911%288-9%2913-3%2Fh4%2C6-8H%2C1%2C5H2%2C2-3H3, 6.0, 27.0, 3.0, 4.0, 13.0, 6.0, 0.0, 0.925100028514862, 2.45000004768372, 3.00300002098083, 29.5333995819092, 0.855809986591339, 3.0, 0.0, 8.0, 
InChI%3D1S%2FC9H6N2O2%2Fc1-7-2-3-8%2810-5-12%294-9%287%2911-6-13%2Fh2-4H%2C1H3, 6.0, 19.0, 3.0, 2.0, 13.0, 6.0, 1.0, -0.627600014209747, 2.00999999046326, 5.42600011825562, 20.3850994110107, 0.393881767988205, 0.0, 0.0, 12.0, 
InChI%3D1S%2FC3H4O2.Na%2Fc4-2-1-3-5%3B%2Fh1-4H%3B%2Fq%3B%2B1%2Fp-1%2Fb2-1-%3B, 0.0, 9.0, 5.0, 1.0, 4.0, 0.0, 0.0, , 1.46000003814697, -0.0439999997615814, , , 3.0, 0.0, 5.0, 
InChI%3D1S%2FCN4O8%2Fc6-2%287%291%283%288%299%2C4%2810%2911%295%2812%2913, 0.0, 13.0, 13.0, 4.0, 12.0, 0.0, 0.0, 1.45580005645752, 0.25, 0.796999990940094, 13.8470001220703, 2.11935353279114, 0.0, 0.0, 3.0, 
InChI%3D1S%2FC34H27N9O7S2.2Na%2Fc35-22-10-15-27%2826%2836%2918-22%2941-38-24-11-6-19%287-12-24%2920-8-13-25%2814-9-20%2940-42-32-28%2851%2845%2C46%2947%2916-21-17-29%2852%2848%2C49%2950%2933%2834%2844%2930%2821%2931%2832%2937%2943-39-23-4-2-1-3-5-23%3B%3B%2Fh1-18%2C44H%2C35-37H2%2C%28H%2C45%2C46%2C47%29%28H%2C48%2C49%2C50%29%3B%3B%2Fq%3B2%2A%2B1%2Fp-2%2Fb41-38%2B%2C42-40%2B%2C43-39%2B%3B%3B, 34.0, 79.0, 3.0, 9.0, 57.0, 35.0, 2.0, , 3.0, 7.45599985122681, , , 0.0, 4.0, 52.0, 
InChI%3D1S%2FC12H15N3O6%2Fc1-6-9%2813%2816%2917%297%282%2911%2815%2820%2921%298%2812%283%2C4%295%2910%286%2914%2818%2919%2Fh1-5H3, 6.0, 36.0, 3.0, 4.0, 21.0, 6.0, 0.0, 2.70040011405945, 1.78999996185303, 4.47599983215332, 38.7883987426758, 7.29216003417969, 0.0, 0.0, 15.0, 
InChI%3D1S%2FC7H9NO.ClH%2Fc1-9-7-5-3-2-4-6%287%298%3B%2Fh2-5H%2C8H2%2C1H3%3B1H, 6.0, 20.0, 2.0, 1.0, 9.0, 6.0, 0.0, -0.801699995994568, 1.89999997615814, 1.83399999141693, 11.5378999710083, 0.642722904682159, 0.0, 1.0, 8.0, 
InChI%3D1S%2FC2Cl4%2Fc3-1%284%292%285%296, 0.0, 6.0, 6.0, 0.0, 5.0, 0.0, 0.0, 2.42880010604858, 1.24000000953674, 3.02600002288818, 30.9454002380371, 5.89906930923462, 2.0, 0.0, 2.0, 
InChI%3D1S%2FC9H7N7O2S%2Fc1-15-4-14-7%2816%2817%2918%299%2815%2919-8-5-6%2811-2-10-5%2912-3-13-8%2Fh2-4H%2C1H3%2C%28H%2C10%2C11%2C12%2C13%29, 6.0, 25.0, 2.0, 3.0, 21.0, 15.0, 0.0, 0.659500002861023, 1.35000002384186, 0.365000009536743, 19.2740001678467, 0.434940248727798, 0.0, 3.0, 8.0, 
InChI%3D1S%2FC18H22ClNO.ClH%2Fc1-16%2815-21-18-10-6-3-7-11-18%2920%2813-12-19%2914-17-8-4-2-5-9-17%3B%2Fh2-11%2C16H%2C12-15H2%2C1H3%3B1H, 12.0, 45.0, 9.0, 8.0, 22.0, 12.0, 1.0, 0.650699973106384, 3.0, 7.06099987030029, 38.2780990600586, 0.423410475254059, 3.0, 0.0, 7.0, 
InChI%3D1S%2FC10H8%2Fc1-2-6-10-8-4-3-7-9%2810%295-1%2Fh1-8H, 10.0, 18.0, 0.0, 0.0, 11.0, 11.0, 1.0, 0.0, 2.55999994277954, 5.93800020217896, 0.0, 0.0, 0.0, 0.0, 10.0, 
InChI%3D1S%2FC2H4O%2Fc1-2-3-1%2Fh1-2H2, 0.0, 7.0, 0.0, 0.0, 3.0, 0.0, 0.0, -0.130899995565414, 1.57000005245209, -0.189999997615814, 11.0434999465942, 0.0171348098665476, 0.0, 0.0, 0.0, 
InChI%3D1S%2FC7H8ClN.ClH%2Fc1-5-4-6%288%292-3-7%285%299%3B%2Fh2-4H%2C9H2%2C1H3%3B1H, 6.0, 19.0, 0.0, 0.0, 9.0, 6.0, 0.0, 0.636399984359741, 1.89999997615814, 2.48600006103516, 15.3397998809814, 0.405004948377609, 0.0, 1.0, 7.0, 
InChI%3D1S%2FC7H6O%2Fc8-6-7-4-2-1-3-5-7%2Fh1-6H, 6.0, 14.0, 2.0, 1.0, 8.0, 6.0, 0.0, -0.192399993538857, 2.11999988555908, 3.07999992370605, 6.29390001296997, 0.0370177589356899, 0.0, 0.0, 8.0, 
InChI%3D1S%2FC2H8N2.2ClH%2Fc1-3-4-2%3B%3B%2Fh3-4H%2C1-2H3%3B2%2A1H, 0.0, 16.0, 4.0, 1.0, 3.0, 0.0, 0.0, -0.63620001077652, 1.24000000953674, 1.60800004005432, 17.9934005737305, 0.404750436544418, 0.0, 2.0, 2.0, 
InChI%3D1S%2FC7H14N2O%2Fc1-3-4-5-6-8-9%282%297-10%2Fh6-7H%2C3-5H2%2C1-2H3%2Fb8-6%2B, 0.0, 24.0, 10.0, 5.0, 9.0, 0.0, 0.0, -1.12549996376038, 1.89999997615814, 1.94200003147125, 38.3126983642578, 1.26675021648407, 5.0, 0.0, 5.0, 
InChI%3D1S%2FC2H3Cl%2Fc1-2-3%2Fh2H%2C1H2, 0.0, 6.0, 3.0, 0.0, 2.0, 0.0, 0.0, 1.00199997425079, 1.57000005245209, 1.54900002479553, 14.7774000167847, 1.00400400161743, 0.0, 0.0, 2.0, 
InChI%3D1S%2FCH2O%2Fc1-2%2Fh1H2, 0.0, 4.0, 1.0, 0.0, 1.0, 0.0, 0.0, -0.884100019931793, 1.46000003814697, 0.0209999997168779, 6.30700016021729, 0.781632781028748, 0.0, 0.0, 1.0, 
InChI%3D1S%2F4C5H11NS2.H2Se%2Fc4%2A1-3-6%284-2%295%287%298%3B%2Fh4%2A3-4H2%2C1-2H3%2C%28H%2C7%2C8%29%3B1H2%2Fq%3B%3B%3B%3B%2B4%2Fp-4, 0.0, 73.0, 8.0, 12.0, 28.0, 0.0, 1.0, , 2.23000001907349, 4.86800003051758, , , 2.0, 0.0, 4.0, 
InChI%3D1S%2FO3%2Fc1-3-2, 0.0, 3.0, 3.0, 0.0, 2.0, 0.0, 0.0, -0.817399978637695, 1.12999999523163, -0.815999984741211, 1.44289994239807, 0.668142735958099, 0.0, 0.0, 3.0, 
InChI%3D1S%2FC7H6N4O3S%2Fc8-10-7-9-4%283-15-7%295-1-2-6%2814-5%2911%2812%2913%2Fh1-3H%2C8H2%2C%28H%2C9%2C10%29, 10.0, 21.0, 2.0, 3.0, 16.0, 10.0, 0.0, -0.625999987125397, 1.35000002384186, 0.989000022411346, 20.8824996948242, 0.391876012086868, 0.0, 2.0, 15.0, 
InChI%3D1S%2FC9H4Cl6O4%2Fc10-3-4%2811%298%2813%292%286%2818%2919%291%285%2816%2917%297%283%2C12%299%288%2C14%2915%2Fh1-2H%2C%28H%2C16%2C17%29%28H%2C18%2C19%29, 0.0, 23.0, 3.0, 2.0, 20.0, 0.0, 0.0, 2.4423999786377, 1.35000002384186, 1.2849999666214, 71.7750015258789, 5.96531772613525, 0.0, 2.0, 3.0, 
InChI%3D1S%2FC6H13NO2S%2Fc1-2-10-4-3-5%287%296%288%299%2Fh5H%2C2-4%2C7H2%2C1H3%2C%28H%2C8%2C9%29, 0.0, 23.0, 10.0, 5.0, 9.0, 0.0, 0.0, -0.479900002479553, 1.67999994754791, -1.49500000476837, 40.1720008850098, 0.230304002761841, 4.0, 2.0, 3.0, 
InChI%3D1S%2FC2H5NS%2Fc1-2%283%294%2Fh1H3%2C%28H2%2C3%2C4%29, 0.0, 9.0, 4.0, 0.0, 3.0, 0.0, 0.0, 0.555599987506866, 1.46000003814697, 0.742999970912933, 20.3145999908447, 0.30869135260582, 2.0, 1.0, 2.0, 
InChI%3D1S%2FC19H20N2O2%2Fc1-2-3-14-17-18%2822%2920%2815-10-6-4-7-11-15%2921%2819%2817%2923%2916-12-8-5-9-13-16%2Fh4-13%2C17H%2C2-3%2C14H2%2C1H3, 12.0, 43.0, 4.0, 5.0, 25.0, 12.0, 1.0, -1.68340003490448, 3.10999989509583, 5.66400003433228, 34.6782989501953, 2.83383560180664, 4.0, 0.0, 18.0, 
InChI%3D1S%2FC6H6O4%2Fc7-2-4-1-5%288%296%289%293-10-4%2Fh1%2C3%2C7%2C9H%2C2H2, 0.0, 20.0, 2.0, 1.0, 10.0, 0.0, 0.0, -1.48800003528595, 1.67999994754791, -1.56200003623962, 32.7886009216309, 2.21414399147034, 0.0, 2.0, 1.0, 
InChI%3D1S%2FC33H40N2O9%2Fc1-38-19-7-8-20-21-9-10-35-16-18-13-27%2844-32%2836%2917-11-25%2839-2%2930%2841-4%2926%2812-17%2940-3%2931%2842-5%2928%2833%2837%2943-6%2922%2818%2915-24%2835%2929%2821%2934-23%2820%2914-19%2Fh7-8%2C11-12%2C14%2C18%2C22%2C24%2C27-28%2C31%2C34H%2C9-10%2C13%2C15-16H2%2C1-6H3%2Ft18-%2C22%3F%2C24-%2C27%3F%2C28%2B%2C31%2B%2Fm1%2Fs1, 12.0, 83.0, 4.0, 10.0, 49.0, 16.0, 0.0, -0.443800002336502, 3.88000011444092, 2.89499998092651, 99.9578018188477, 0.196958437561989, 0.0, 1.0, 12.0, 
InChI%3D1S%2FCHBrCl2%2Fc2-1%283%294%2Fh1H, 0.0, 5.0, 4.0, 0.0, 3.0, 0.0, 0.0, 1.82099997997284, 1.24000000953674, 2.41199994087219, 24.172700881958, 3.31604099273682, 0.0, 0.0, 0.0, 
